like1,para,parb,parc,pard,parm,chain
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.337723,0.41183716,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,6.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,9.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,4.0
0.297081,0.03901482,1.5221108,0.31845045,0.42954436,0.795074,0.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,6.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,1.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,1.0
0.297081,0.03901482,1.5221108,0.31845045,0.42954436,0.795074,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,1.0
0.46373144,0.41183716,2.5317268,0.61164886,0.7070903,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.46373144,0.41183716,2.5317268,0.61164886,0.7070903,0.4120082,1.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,6.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,7.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,9.0
0.49541056,0.32599774,6.4783964,0.6544047,0.5860515,0.8779412,5.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,2.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,3.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,6.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,2.0
0.30346313,0.03901482,1.5221108,0.31845045,0.5860515,0.8779412,5.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,4.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.31700623,0.41183716,2.5317268,0.61164886,0.5860515,0.8779412,1.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,8.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,0.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,1.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,6.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,4.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,4.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,4.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,4.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4110511,0.41183716,2.5317268,0.61164886,0.7070903,0.54754615,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,3.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,7.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.30346313,0.03901482,1.5221108,0.31845045,0.5860515,0.8779412,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,0.0
-0.14738528,0.9546346,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,5.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.297081,0.03901482,1.5221108,0.31845045,0.42954436,0.795074,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.351168,0.03901482,1.5221108,0.31845045,0.42954436,0.54754615,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.351168,0.03901482,1.5221108,0.31845045,0.42954436,0.54754615,3.0
0.297081,0.03901482,1.5221108,0.31845045,0.42954436,0.795074,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.42492095,0.41183716,2.5317268,0.31845045,0.42954436,0.4120082,7.0
0.42492095,0.41183716,2.5317268,0.31845045,0.42954436,0.4120082,3.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,9.0
0.42492095,0.41183716,2.5317268,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,8.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,6.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.46373144,0.41183716,2.5317268,0.61164886,0.7070903,0.4120082,2.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,3.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,9.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,7.0
0.351168,0.03901482,1.5221108,0.31845045,0.42954436,0.54754615,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,6.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,3.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,5.0
0.46373144,0.41183716,2.5317268,0.61164886,0.7070903,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,9.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,2.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,9.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,1.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,9.0
0.30346313,0.03901482,1.5221108,0.31845045,0.5860515,0.8779412,7.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.30346313,0.03901482,1.5221108,0.31845045,0.5860515,0.8779412,3.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,3.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,8.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,6.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,1.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,1.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,5.0
0.30346313,0.03901482,1.5221108,0.31845045,0.5860515,0.8779412,5.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.46373144,0.41183716,2.5317268,0.61164886,0.7070903,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.47506198,0.41183716,2.5317268,0.61164886,0.42954436,0.4120082,5.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
-0.14738528,0.9546346,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,8.0
0.30346313,0.03901482,1.5221108,0.31845045,0.5860515,0.8779412,7.0
0.42492095,0.41183716,2.5317268,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
-0.14738528,0.9546346,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,3.0
0.30346313,0.03901482,1.5221108,0.31845045,0.5860515,0.8779412,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,6.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,2.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,5.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,4.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.351168,0.03901482,1.5221108,0.31845045,0.42954436,0.54754615,9.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.351168,0.03901482,1.5221108,0.31845045,0.42954436,0.54754615,9.0
0.35818043,0.32599774,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,9.0
0.35818043,0.32599774,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,8.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,5.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,3.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,4.0
-0.14738528,0.9546346,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,9.0
0.46373144,0.41183716,2.5317268,0.61164886,0.7070903,0.4120082,1.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,3.0
0.6074592,0.32599774,6.4783964,0.6544047,0.42954436,0.4120082,7.0
0.5703783,0.32599774,6.4783964,0.31845045,0.42954436,0.4120082,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,0.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,2.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.28967267,0.03901482,1.5221108,0.31845045,0.42954436,0.8779412,6.0
0.4090698,0.03901482,1.5221108,0.31845045,0.42954436,0.4120082,1.0
0.26355806,0.63037634,1.5221108,0.31845045,0.42954436,0.4120082,7.0
0.4742582,0.63037634,4.592976,0.31845045,0.42954436,0.4120082,7.0
