,0,1,2,3,4,5,6
0,0.96209836,0.8228304,0.25313634,0.6137221,0.65434945,1.0,0.85
1,0.96209836,0.8228304,0.58124524,0.23781721,0.99661297,1.0,0.85
2,0.5814377,0.6916846,0.4749982,0.1639001,0.8147766,1.0,0.85
3,0.74800515,1.9210396,0.25313634,0.6137221,0.65434945,1.0,0.85
