like1,para,parb,parc,pard,parm,chain
1.1569278,0.05006728,1.1548275,0.5740788,0.52501225,0.52583164,0.0
1.3164488,0.26407138,7.7964215,0.0007028096,0.87053657,0.6852851,0.0
1.2720383,0.3012203,5.675585,0.48439875,0.4669912,0.7641789,0.0
0.3900991,0.9546346,1.4352901,0.30040735,0.82079875,0.36987907,0.0
1.070993,0.80432016,6.2214403,0.20711102,0.406596,0.795074,0.0
1.1176685,0.766403,6.750465,0.22928412,0.5860515,0.8779412,0.0
1.1680619,0.41183716,2.5317268,0.61164886,0.7070903,0.7620336,0.0
1.121572,0.34131175,4.839973,0.0013210633,0.06542045,0.019425618,0.0
1.1118604,0.6551909,3.7348394,0.5116408,0.83321935,0.87041444,0.0
0.6468109,0.97643787,7.6115327,0.5764282,0.46992952,0.37846085,0.0
0.8927144,0.7508944,1.3644185,0.20532855,0.9619045,0.93196994,0.0
1.1677859,0.6008584,4.4364624,0.69077647,0.9988768,0.2478446,0.0
1.312112,0.11084971,5.725322,0.99623454,0.04793473,0.8172581,0.0
1.0866,0.50003356,1.3373414,0.44872886,0.98218685,0.20375699,0.0
1.3139777,0.18445411,7.0585456,0.08023778,0.08516686,0.2849929,0.0
1.2230178,0.23613755,4.3682337,0.54764587,0.14103371,0.92998385,0.0
1.132983,0.5088352,2.8005404,0.41150895,0.34831855,0.9279182,0.0
0.66794056,0.01460624,7.19536,0.41189104,0.7064618,0.0059209606,0.0
1.3198944,0.025723185,7.1131625,0.93718535,0.356819,0.34654045,0.0
1.3835443,0.18711701,7.8189425,0.16853571,0.85137177,0.051871967,0.0
1.1857116,0.59099615,6.8249226,0.4371406,0.04124856,0.8281716,0.0
0.98328465,0.49964166,1.6099399,0.78093535,0.15442754,0.5115935,0.0
1.2021936,0.228105,1.7133933,0.19394676,0.8845127,0.6405131,0.0
1.3311085,0.06866922,6.5407963,0.30488092,0.56585217,0.3254758,0.0
1.2887968,0.10247724,4.9448094,0.20701037,0.14679238,0.77543664,0.0
0.8761726,0.53834367,0.15970345,0.0011060161,0.29498383,0.31418982,0.0
1.2603208,0.21283075,3.1237566,0.96625465,0.5680425,0.034291,0.0
1.3061072,0.15228693,5.6632414,0.6728514,0.8219802,0.71594596,0.0
1.2231603,0.06951889,3.6893828,0.9557429,0.13659999,0.9567318,0.0
1.1560383,0.5635765,4.513654,0.9253919,0.2483466,0.9095626,0.0
1.2314447,0.44837323,4.2129307,0.121894814,0.86369556,0.2516544,0.0
0.7641899,0.5509607,0.45487657,0.5309682,0.21936253,0.48098734,0.0
0.97497547,0.26614228,0.04135089,0.5296948,0.2861536,0.6638923,0.0
1.0443817,0.29735145,0.52737206,0.037840564,0.5359612,0.5665095,0.0
1.2653161,0.32496884,5.65086,0.5352835,0.52582014,0.48837608,0.0
1.0886205,0.726761,4.7861876,0.9809915,0.5074154,0.026079474,0.0
1.1968033,0.29272354,3.1931407,0.57859683,0.27112615,0.299909,0.0
1.2294753,0.56190985,6.982348,0.005648816,0.5143827,0.43041253,0.0
1.0093778,0.8535063,5.615054,0.63190585,0.05087766,0.51164705,0.0
1.2703905,0.3948516,6.564271,0.37180567,0.85314894,0.612306,0.0
0.9559754,0.8244612,3.2663136,0.6760524,0.022102842,0.09174191,0.0
0.6670004,0.94618064,3.929211,0.6229091,0.9280188,0.56745785,0.0
0.8610806,0.4891097,0.093677774,0.89806485,0.89415777,0.7589376,0.0
